Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Namibia,Fruits,Offline,H,11/30/14,170781886,12/3/14,7010,9.33,6.92,65403.3,48509.2,16894.1
Sub-Saharan Africa,Burundi,Office Supplies,Online,L,1/23/16,755605161,2/7/16,9213,651.21,524.96,5999597.73,4836456.48,1163141.25
Sub-Saharan Africa,Republic of the Congo,Cereal,Offline,L,8/31/13,142438018,10/7/13,9430,205.7,117.11,1939751,1104347.3,835403.7
Middle East and North Africa,Egypt,Meat,Offline,M,4/17/16,226641786,5/15/16,7196,421.89,364.69,3035920.44,2624309.24,411611.2
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,L,8/26/14,273890292,9/30/14,9079,437.2,263.33,3969338.8,2390773.07,1578565.73
Sub-Saharan Africa,Malawi,Baby Food,Offline,C,8/23/15,970169866,9/11/15,3677,255.28,159.42,938664.56,586187.34,352477.22
Europe,Malta,Office Supplies,Offline,L,11/20/15,371779334,12/19/15,6622,651.21,524.96,4312312.62,3476285.12,836027.5
Europe,Iceland,Fruits,Offline,M,1/24/13,655330026,2/20/13,5572,9.33,6.92,51986.76,38558.24,13428.52
Sub-Saharan Africa,Sao Tome and Principe,Household,Offline,L,4/15/17,467745769,4/28/17,5222,668.27,502.54,3489705.94,2624263.88,865442.06
Australia and Oceania,Marshall Islands,Office Supplies,Offline,H,12/31/16,776262891,1/2/17,2295,651.21,524.96,1494526.95,1204783.2,289743.75
Asia,Uzbekistan,Office Supplies,Offline,H,1/30/13,818430221,3/18/13,544,651.21,524.96,354258.24,285578.24,68680
Sub-Saharan Africa,Mali,Vegetables,Offline,H,1/17/15,352109086,1/27/15,5758,154.06,90.93,887077.48,523574.94,363502.54
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Offline,M,7/17/14,105473315,9/3/14,753,255.28,159.42,192225.84,120043.26,72182.58
Europe,United Kingdom,Snacks,Online,M,11/7/11,427009236,12/2/11,377,152.58,97.44,57522.66,36734.88,20787.78
Middle East and North Africa,United Arab Emirates,Office Supplies,Offline,M,2/10/12,835515677,3/30/12,6511,651.21,524.96,4240028.31,3418014.56,822013.75
Sub-Saharan Africa,Sudan,Cosmetics,Offline,L,12/13/13,470103967,1/18/14,3065,437.2,263.33,1340018,807106.45,532911.55
Sub-Saharan Africa,Central African Republic,Meat,Offline,C,4/11/13,340197932,5/26/13,983,421.89,364.69,414717.87,358490.27,56227.6
Australia and Oceania,Kiribati,Meat,Offline,L,8/19/14,175533902,10/2/14,3237,421.89,364.69,1365657.93,1180501.53,185156.4
Middle East and North Africa,Lebanon,Household,Online,H,4/7/12,676160705,5/20/12,9833,668.27,502.54,6571098.91,4941475.82,1629623.09
Australia and Oceania,Vanuatu,Snacks,Offline,M,8/23/16,362439668,9/4/16,2807,152.58,97.44,428292.06,273514.08,154777.98
Middle East and North Africa,Lebanon,Fruits,Online,C,10/12/12,525044620,10/24/12,1225,9.33,6.92,11429.25,8477,2952.25
Central America and the Caribbean,Grenada,Clothes,Offline,H,1/22/17,274961888,2/7/17,6188,109.28,35.84,676224.64,221777.92,454446.72
Europe,Hungary,Vegetables,Offline,C,11/2/12,593490302,12/8/12,5824,154.06,90.93,897245.44,529576.32,367669.12
Central America and the Caribbean,The Bahamas,Personal Care,Offline,C,11/4/14,282241189,12/20/14,295,81.73,56.67,24110.35,16717.65,7392.7
Central America and the Caribbean,Nicaragua,Personal Care,Online,C,5/7/12,913138377,5/15/12,6793,81.73,56.67,555191.89,384959.31,170232.58
Australia and Oceania,Australia,Household,Online,L,11/7/10,978418195,11/7/10,4541,668.27,502.54,3034614.07,2282034.14,752579.93
Middle East and North Africa,Azerbaijan,Personal Care,Online,H,2/12/13,840629470,3/21/13,9796,81.73,56.67,800627.08,555139.32,245487.76
Australia and Oceania,Solomon Islands,Clothes,Online,H,5/30/15,482633531,7/14/15,842,109.28,35.84,92013.76,30177.28,61836.48
Europe,Kosovo,Personal Care,Offline,M,4/8/11,857604205,5/20/11,2997,81.73,56.67,244944.81,169839.99,75104.82
Europe,Belarus,Meat,Online,M,6/11/10,739027822,6/15/10,3610,421.89,364.69,1523022.9,1316530.9,206492
Australia and Oceania,Tuvalu,Household,Offline,M,5/23/12,770703208,5/26/12,7061,668.27,502.54,4718654.47,3548434.94,1170219.53
Sub-Saharan Africa,Angola,Vegetables,Offline,C,1/23/10,316741693,2/10/10,9760,154.06,90.93,1503625.6,887476.8,616148.8
Sub-Saharan Africa,Swaziland,Household,Online,C,5/26/16,611567103,6/13/16,5151,668.27,502.54,3442258.77,2588583.54,853675.23
Asia,Turkmenistan,Office Supplies,Online,M,2/15/15,709915769,3/23/15,8707,651.21,524.96,5670085.47,4570826.72,1099258.75
Middle East and North Africa,United Arab Emirates,Beverages,Offline,M,7/11/17,636836516,8/23/17,2932,47.45,31.79,139123.4,93208.28,45915.12
Asia,Brunei,Clothes,Online,M,3/27/13,937690675,4/18/13,2363,109.28,35.84,258228.64,84689.92,173538.72
North America,Canada,Snacks,Offline,H,11/22/11,428152072,1/9/12,8567,152.58,97.44,1307152.86,834768.48,472384.38
Sub-Saharan Africa,Rwanda,Snacks,Online,M,8/12/16,244207036,8/15/16,5144,152.58,97.44,784871.52,501231.36,283640.16
Europe,Iceland,Office Supplies,Online,H,8/29/12,692154395,9/11/12,2722,651.21,524.96,1772593.62,1428941.12,343652.5
Europe,Monaco,Cereal,Online,L,8/24/16,798605477,9/9/16,3962,205.7,117.11,814983.4,463989.82,350993.58
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Online,M,3/5/12,560484111,4/11/12,8558,651.21,524.96,5573055.18,4492607.68,1080447.5
Sub-Saharan Africa,Niger,Clothes,Offline,C,3/14/14,495026624,3/27/14,8233,109.28,35.84,899702.24,295070.72,604631.52
Sub-Saharan Africa,Ethiopia,Office Supplies,Online,C,3/27/12,289781844,4/19/12,1742,651.21,524.96,1134407.82,914480.32,219927.5
Europe,Finland,Household,Offline,C,1/7/12,152611100,1/13/12,9871,668.27,502.54,6596493.17,4960572.34,1635920.83
Sub-Saharan Africa,South Sudan,Household,Online,M,7/17/16,361688220,8/29/16,437,668.27,502.54,292033.99,219609.98,72424.01
Europe,Sweden,Office Supplies,Online,L,9/29/14,815499532,10/23/14,3289,651.21,524.96,2141829.69,1726593.44,415236.25
Sub-Saharan Africa,Kenya,Cosmetics,Online,L,7/17/15,582843863,8/15/15,5306,437.2,263.33,2319783.2,1397228.98,922554.22
Asia,Turkmenistan,Personal Care,Online,L,10/10/13,152832543,10/12/13,5401,81.73,56.67,441423.73,306074.67,135349.06
Europe,Kosovo,Clothes,Online,L,9/17/16,984889400,10/12/16,9515,109.28,35.84,1039799.2,341017.6,698781.6
Europe,Albania,Cosmetics,Offline,L,7/16/17,558750760,8/28/17,5621,437.2,263.33,2457501.2,1480177.93,977323.27
Sub-Saharan Africa,South Sudan,Snacks,Offline,M,4/17/14,924465453,5/26/14,8726,152.58,97.44,1331413.08,850261.44,481151.64
Middle East and North Africa,Oman,Cosmetics,Online,M,8/23/13,152394807,9/2/13,5865,437.2,263.33,2564178,1544430.45,1019747.55
Sub-Saharan Africa,Burkina Faso,Snacks,Online,L,12/23/11,883212649,2/2/12,1105,152.58,97.44,168600.9,107671.2,60929.7
North America,Canada,Cosmetics,Online,C,4/21/14,877905309,5/20/14,545,437.2,263.33,238274,143514.85,94759.15
Europe,Norway,Clothes,Offline,C,5/9/15,667771613,5/20/15,7315,109.28,35.84,799383.2,262169.6,537213.6
Asia,Bangladesh,Personal Care,Offline,C,11/29/10,404422891,1/7/11,6575,81.73,56.67,537374.75,372605.25,164769.5
Asia,Uzbekistan,Fruits,Offline,M,10/5/16,309782969,11/22/16,520,9.33,6.92,4851.6,3598.4,1253.2
Sub-Saharan Africa,Cape Verde,Household,Online,L,11/24/11,226088178,1/3/12,3371,668.27,502.54,2252738.17,1694062.34,558675.83
Sub-Saharan Africa,Uganda,Baby Food,Online,L,6/10/10,965887343,6/14/10,6384,255.28,159.42,1629707.52,1017737.28,611970.24
Sub-Saharan Africa,Tanzania,Cosmetics,Offline,M,6/9/12,262041795,7/25/12,2845,437.2,263.33,1243834,749173.85,494660.15
Middle East and North Africa,Iraq,Cosmetics,Offline,M,3/23/15,417725360,3/25/15,3072,437.2,263.33,1343078.4,808949.76,534128.64
Middle East and North Africa,Bahrain,Clothes,Offline,C,3/8/17,656424367,4/9/17,9412,109.28,35.84,1028543.36,337326.08,691217.28
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,H,12/27/13,271937644,1/21/14,1247,152.58,97.44,190267.26,121507.68,68759.58
Europe,Belarus,Beverages,Offline,L,7/9/17,878376519,8/16/17,9986,47.45,31.79,473835.7,317454.94,156380.76
Middle East and North Africa,Libya,Clothes,Online,L,3/20/14,560164821,4/4/14,4073,109.28,35.84,445097.44,145976.32,299121.12
Europe,France,Clothes,Online,M,4/22/14,622038877,5/6/14,3981,109.28,35.84,435043.68,142679.04,292364.64
Asia,Laos,Meat,Offline,C,2/21/10,639047515,3/24/10,7216,421.89,364.69,3044358.24,2631603.04,412755.2
Central America and the Caribbean,Honduras,Fruits,Offline,C,4/18/10,706552064,5/12/10,3312,9.33,6.92,30900.96,22919.04,7981.92
Central America and the Caribbean,Panama,Vegetables,Offline,L,1/13/13,990226352,2/24/13,8837,154.06,90.93,1361428.22,803548.41,557879.81
Central America and the Caribbean,Trinidad and Tobago,Beverages,Online,M,2/17/10,376056706,4/3/10,2391,47.45,31.79,113452.95,76009.89,37443.06
Central America and the Caribbean,Dominican Republic,Fruits,Online,C,5/4/13,520341956,6/4/13,9603,9.33,6.92,89595.99,66452.76,23143.23
Middle East and North Africa,United Arab Emirates,Fruits,Offline,M,10/10/12,899693429,10/22/12,8134,9.33,6.92,75890.22,56287.28,19602.94
Sub-Saharan Africa,Seychelles ,Baby Food,Offline,H,12/20/10,161034953,1/30/11,2676,255.28,159.42,683129.28,426607.92,256521.36
Europe,Slovakia,Vegetables,Offline,H,7/8/11,171602857,8/7/11,9954,154.06,90.93,1533513.24,905117.22,628396.02
Central America and the Caribbean,Jamaica,Fruits,Online,L,4/19/15,168945968,5/20/15,3721,9.33,6.92,34716.93,25749.32,8967.61
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Online,L,9/4/16,810925614,9/14/16,9765,437.2,263.33,4269258,2571417.45,1697840.55
Europe,Belgium,Cereal,Online,M,11/17/14,125715625,12/7/14,902,205.7,117.11,185541.4,105633.22,79908.18
Middle East and North Africa,Turkey,Office Supplies,Offline,H,3/8/10,261802327,4/6/10,1981,651.21,524.96,1290047.01,1039945.76,250101.25
Central America and the Caribbean,Barbados,Household,Online,C,4/21/15,737984549,6/2/15,4883,668.27,502.54,3263162.41,2453902.82,809259.59
Middle East and North Africa,Algeria,Vegetables,Online,C,9/20/13,693373620,10/15/13,3517,154.06,90.93,541829.02,319800.81,222028.21
Europe,France,Clothes,Offline,H,6/25/16,237393367,8/2/16,8827,109.28,35.84,964614.56,316359.68,648254.88
Europe,Greece,Cosmetics,Offline,C,12/29/12,899780118,2/17/13,3787,437.2,263.33,1655676.4,997230.71,658445.69
Sub-Saharan Africa,Mauritius ,Snacks,Online,H,8/25/12,680582702,9/12/12,8400,152.58,97.44,1281672,818496,463176
Middle East and North Africa,Libya,Snacks,Offline,M,10/6/10,800162446,10/21/10,4704,152.58,97.44,717736.32,458357.76,259378.56
Europe,Luxembourg,Fruits,Online,C,1/27/15,749193179,1/28/15,1765,9.33,6.92,16467.45,12213.8,4253.65
Middle East and North Africa,Pakistan,Beverages,Offline,H,9/1/11,538661229,10/20/11,683,47.45,31.79,32408.35,21712.57,10695.78
Sub-Saharan Africa,Malawi,Beverages,Offline,C,3/13/14,249865424,4/2/14,9586,47.45,31.79,454855.7,304738.94,150116.76
Middle East and North Africa,Morocco,Beverages,Online,H,9/2/14,484417092,10/11/14,8637,47.45,31.79,409825.65,274570.23,135255.42
Sub-Saharan Africa,Zambia,Clothes,Offline,C,7/5/17,114240062,7/23/17,5028,109.28,35.84,549459.84,180203.52,369256.32
Middle East and North Africa,Qatar,Beverages,Online,C,1/22/13,331570661,2/26/13,7982,47.45,31.79,378745.9,253747.78,124998.12
Sub-Saharan Africa,Zambia,Cosmetics,Online,L,8/31/11,598957717,9/3/11,3753,437.2,263.33,1640811.6,988277.49,652534.11
Central America and the Caribbean,Costa Rica,Snacks,Offline,C,2/27/17,899262559,3/1/17,630,152.58,97.44,96125.4,61387.2,34738.2
Middle East and North Africa,Saudi Arabia,Meat,Online,M,7/6/15,385659015,8/22/15,3927,421.89,364.69,1656762.03,1432137.63,224624.4
Sub-Saharan Africa,Madagascar,Vegetables,Offline,L,6/20/16,531633412,7/6/16,996,154.06,90.93,153443.76,90566.28,62877.48
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,C,12/1/11,180984580,12/29/11,6214,109.28,35.84,679065.92,222709.76,456356.16
Sub-Saharan Africa,Central African Republic,Snacks,Online,L,7/9/17,497823846,7/23/17,5994,152.58,97.44,914564.52,584055.36,330509.16
Sub-Saharan Africa,Madagascar,Household,Online,H,12/9/15,916575038,1/22/16,3777,668.27,502.54,2524055.79,1898093.58,625962.21
Europe,Czech Republic,Office Supplies,Online,C,8/9/13,491974484,9/28/13,5038,651.21,524.96,3280795.98,2644748.48,636047.5
Asia,Vietnam,Beverages,Offline,M,3/28/14,149071013,3/28/14,2280,47.45,31.79,108186,72481.2,35704.8
Australia and Oceania,Tonga,Baby Food,Offline,C,1/17/15,433225953,2/19/15,42,255.28,159.42,10721.76,6695.64,4026.12
Asia,Bhutan,Personal Care,Offline,H,7/6/10,160113131,7/24/10,9889,81.73,56.67,808227.97,560409.63,247818.34
Middle East and North Africa,Qatar,Vegetables,Offline,C,5/4/11,465718877,6/16/11,5420,154.06,90.93,835005.2,492840.6,342164.6
Asia,Maldives,Snacks,Offline,H,5/8/10,756342017,6/6/10,7265,152.58,97.44,1108493.7,707901.6,400592.1
Sub-Saharan Africa,Senegal,Household,Online,H,8/5/16,958593881,8/21/16,8086,668.27,502.54,5403631.22,4063538.44,1340092.78
Middle East and North Africa,Yemen,Office Supplies,Online,M,8/31/13,169398295,9/28/13,7575,651.21,524.96,4932915.75,3976572,956343.75
Sub-Saharan Africa,Zambia,Vegetables,Online,L,7/11/16,705991590,7/15/16,7455,154.06,90.93,1148517.3,677883.15,470634.15
Sub-Saharan Africa,Ghana,Snacks,Online,M,9/9/14,455922591,10/1/14,6481,152.58,97.44,988870.98,631508.64,357362.34
Sub-Saharan Africa,Central African Republic,Cereal,Offline,C,11/19/13,527052628,12/10/13,5440,205.7,117.11,1119008,637078.4,481929.6
Australia and Oceania,Tonga,Vegetables,Online,H,2/12/17,297555530,3/14/17,2148,154.06,90.93,330920.88,195317.64,135603.24
Sub-Saharan Africa,Guinea-Bissau,Personal Care,Offline,H,4/25/13,565917623,6/6/13,6455,81.73,56.67,527567.15,365804.85,161762.3
Central America and the Caribbean,Haiti,Baby Food,Offline,C,5/26/11,400937736,7/1/11,5241,255.28,159.42,1337922.48,835520.22,502402.26
Australia and Oceania,Fiji,Vegetables,Offline,L,10/12/13,291727197,10/17/13,7415,154.06,90.93,1142354.9,674245.95,468108.95
Central America and the Caribbean,Belize,Personal Care,Offline,M,8/1/12,797709834,9/3/12,8922,81.73,56.67,729195.06,505609.74,223585.32
Middle East and North Africa,Qatar,Office Supplies,Online,M,2/21/16,298621976,3/5/16,7734,651.21,524.96,5036458.14,4060040.64,976417.5
Asia,India,Household,Offline,H,11/29/14,844512450,12/28/14,8856,668.27,502.54,5918199.12,4450494.24,1467704.88
Australia and Oceania,New Zealand,Clothes,Offline,C,7/28/15,505742585,8/25/15,9325,109.28,35.84,1019036,334208,684828
Europe,Macedonia,Office Supplies,Online,H,7/2/14,122986209,8/15/14,3207,651.21,524.96,2088430.47,1683546.72,404883.75
Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,L,9/19/16,157229650,10/15/16,6602,255.28,159.42,1685358.56,1052490.84,632867.72
Europe,Macedonia,Beverages,Online,L,12/12/16,239771735,12/21/16,2640,47.45,31.79,125268,83925.6,41342.4
Middle East and North Africa,Israel,Meat,Online,L,12/22/10,522223794,2/6/11,6480,421.89,364.69,2733847.2,2363191.2,370656
Australia and Oceania,Federated States of Micronesia,Baby Food,Online,M,8/2/14,326509654,8/23/14,317,255.28,159.42,80923.76,50536.14,30387.62
North America,Canada,Meat,Online,L,5/5/14,394865643,6/12/14,8374,421.89,364.69,3532906.86,3053914.06,478992.8
Middle East and North Africa,Israel,Cosmetics,Offline,L,10/18/16,639840590,11/22/16,1904,437.2,263.33,832428.8,501380.32,331048.48
Asia,Cambodia,Snacks,Offline,L,6/5/14,594295823,6/21/14,4195,152.58,97.44,640073.1,408760.8,231312.3
Central America and the Caribbean,Antigua and Barbuda ,Personal Care,Online,H,2/17/12,761405169,3/10/12,5565,81.73,56.67,454827.45,315368.55,139458.9
Middle East and North Africa,Kuwait,Cosmetics,Online,L,11/15/15,364654958,11/22/15,8360,437.2,263.33,3654992,2201438.8,1453553.2
Sub-Saharan Africa,Equatorial Guinea,Meat,Offline,M,9/30/13,497844016,10/13/13,1962,421.89,364.69,827748.18,715521.78,112226.4
Sub-Saharan Africa,Seychelles ,Baby Food,Offline,H,1/26/10,975083673,3/16/10,7782,255.28,159.42,1986588.96,1240606.44,745982.52
Central America and the Caribbean,Saint Vincent and the Grenadines,Office Supplies,Online,M,12/29/13,780797755,1/2/14,4262,651.21,524.96,2775457.02,2237379.52,538077.5
Asia,Malaysia,Fruits,Offline,L,1/9/13,319722592,2/19/13,1875,9.33,6.92,17493.75,12975,4518.75
Europe,Serbia,Cereal,Offline,M,9/1/14,966907012,9/3/14,8127,205.7,117.11,1671723.9,951752.97,719970.93
Asia,Thailand,Cereal,Online,C,5/4/12,117712342,6/23/12,2553,205.7,117.11,525152.1,298981.83,226170.27
Central America and the Caribbean,Saint Lucia,Household,Offline,H,11/23/11,637812411,12/20/11,1721,668.27,502.54,1150092.67,864871.34,285221.33
Central America and the Caribbean,Belize,Baby Food,Offline,M,8/30/12,513193547,10/17/12,4230,255.28,159.42,1079834.4,674346.6,405487.8
Sub-Saharan Africa,Mozambique,Fruits,Offline,M,4/8/11,500154578,4/18/11,5709,9.33,6.92,53264.97,39506.28,13758.69
Middle East and North Africa,Morocco,Office Supplies,Offline,M,12/16/12,975306832,1/12/13,3820,651.21,524.96,2487622.2,2005347.2,482275
Australia and Oceania,Kiribati,Personal Care,Online,L,9/11/12,585574138,10/28/12,3255,81.73,56.67,266031.15,184460.85,81570.3
Asia,Philippines,Meat,Online,M,1/30/14,298192822,3/7/14,738,421.89,364.69,311354.82,269141.22,42213.6
Middle East and North Africa,Egypt,Cosmetics,Online,L,5/31/10,250711715,7/15/10,23,437.2,263.33,10055.6,6056.59,3999.01
Europe,Vatican City,Fruits,Online,M,3/18/11,200992143,4/26/11,6896,9.33,6.92,64339.68,47720.32,16619.36
Australia and Oceania,Kiribati,Vegetables,Online,C,9/9/15,877207934,10/1/15,4176,154.06,90.93,643354.56,379723.68,263630.88
Asia,South Korea,Cereal,Online,M,7/25/16,827845418,8/5/16,6711,205.7,117.11,1380452.7,785925.21,594527.49
Australia and Oceania,East Timor,Cereal,Offline,C,5/25/11,471703422,6/6/11,6380,205.7,117.11,1312366,747161.8,565204.2
Europe,Serbia,Household,Online,L,12/17/13,747893273,1/29/14,7094,668.27,502.54,4740707.38,3565018.76,1175688.62
Asia,South Korea,Fruits,Online,L,8/3/12,865838801,8/13/12,9797,9.33,6.92,91406.01,67795.24,23610.77
Sub-Saharan Africa,Senegal,Baby Food,Online,M,10/31/11,555276334,12/4/11,7461,255.28,159.42,1904644.08,1189432.62,715211.46
Europe,Spain,Fruits,Online,L,7/3/13,516254699,7/25/13,93,9.33,6.92,867.69,643.56,224.13
Europe,Serbia,Baby Food,Online,C,12/4/12,169135224,1/21/13,9726,255.28,159.42,2482853.28,1550518.92,932334.36
Sub-Saharan Africa,Cameroon,Office Supplies,Offline,H,4/6/10,804591739,4/24/10,5430,651.21,524.96,3536070.3,2850532.8,685537.5
Sub-Saharan Africa,Uganda,Vegetables,Offline,M,4/26/14,633610570,5/5/14,8303,154.06,90.93,1279160.18,754991.79,524168.39
Europe,Belarus,Clothes,Online,H,1/11/16,637490546,2/12/16,6474,109.28,35.84,707478.72,232028.16,475450.56
Australia and Oceania,East Timor,Office Supplies,Offline,M,12/21/14,517842996,12/30/14,105,651.21,524.96,68377.05,55120.8,13256.25
Middle East and North Africa,Tunisia ,Cereal,Offline,L,7/27/15,946591746,8/2/15,6388,205.7,117.11,1314011.6,748098.68,565912.92
Central America and the Caribbean,Grenada,Office Supplies,Offline,L,9/28/15,415973126,11/15/15,4547,651.21,524.96,2961051.87,2386993.12,574058.75
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Offline,M,9/8/10,188535964,10/27/10,836,47.45,31.79,39668.2,26576.44,13091.76
Middle East and North Africa,Qatar,Cosmetics,Offline,C,10/23/11,247141587,11/30/11,3543,437.2,263.33,1548999.6,932978.19,616021.41
Asia,Vietnam,Personal Care,Online,L,8/26/12,644963824,9/25/12,7983,81.73,56.67,652450.59,452396.61,200053.98
Europe,Germany,Vegetables,Offline,H,5/24/15,155489003,5/29/15,1506,154.06,90.93,232014.36,136940.58,95073.78
Middle East and North Africa,Iraq,Baby Food,Offline,L,11/30/11,322515952,12/31/11,8492,255.28,159.42,2167837.76,1353794.64,814043.12
Sub-Saharan Africa,Madagascar,Office Supplies,Online,L,4/23/10,510155999,6/1/10,5352,651.21,524.96,3485275.92,2809585.92,675690
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Online,M,12/14/15,152832973,1/31/16,5528,255.28,159.42,1411187.84,881273.76,529914.08
Central America and the Caribbean,Dominica,Meat,Offline,L,7/23/12,105283200,9/1/12,4493,421.89,364.69,1895551.77,1638552.17,256999.6
Asia,Mongolia,Cereal,Online,M,6/5/11,392555510,7/12/11,4754,205.7,117.11,977897.8,556740.94,421156.86
Asia,India,Meat,Online,M,4/30/17,660011231,5/22/17,845,421.89,364.69,356497.05,308163.05,48334
North America,United States of America,Personal Care,Offline,H,3/7/17,623324191,3/25/17,4335,81.73,56.67,354299.55,245664.45,108635.1
Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,M,2/9/14,518480718,2/19/14,8821,255.28,159.42,2251824.88,1406243.82,845581.06
